Estructura,Tamaño,Milisegundos,Bytes
FMI,5000000,824,1239621
FMI,5000000,823,1239621
FMI,5000000,823,1239621
FMI,5000000,821,1239621
FMI,5000000,824,1239621
FMI,5000000,825,1239621
FMI,5000000,824,1239621
FMI,5000000,823,1239621
FMI,5000000,823,1239621
FMI,5000000,823,1239621
FMI,5000000,822,1239621
FMI,5000000,823,1239621
FMI,5000000,824,1239621
FMI,5000000,822,1239621
FMI,5000000,822,1239621
FMI,5000000,822,1239621
FMI,5000000,822,1239621
FMI,5000000,822,1239621
FMI,5000000,824,1239621
FMI,5000000,823,1239621
FMI,5000000,823,1239621
FMI,5000000,822,1239621
FMI,5000000,822,1239621
FMI,5000000,821,1239621
FMI,5000000,823,1239621
FMI,5000000,822,1239621
FMI,5000000,822,1239621
FMI,5000000,823,1239621
FMI,5000000,821,1239621
FMI,5000000,823,1239621
FMI,5000000,823,1239621
FMI,5000000,823,1239621
FMI,5000000,822,1239621
FMI,5000000,822,1239621
FMI,5000000,825,1239621
FMI,5000000,823,1239621
FMI,5000000,823,1239621
FMI,5000000,824,1239621
FMI,5000000,823,1239621
FMI,5000000,823,1239621
FMI,5000000,825,1239621
FMI,5000000,822,1239621
FMI,5000000,823,1239621
FMI,5000000,823,1239621
FMI,5000000,824,1239621
FMI,5000000,823,1239621
FMI,5000000,821,1239621
FMI,5000000,822,1239621
FMI,5000000,825,1239621
FMI,5000000,823,1239621
FMI,5000000,821,1239621
FMI,5000000,822,1239621
FMI,5000000,821,1239621
FMI,5000000,823,1239621
FMI,5000000,822,1239621
FMI,5000000,821,1239621
FMI,5000000,821,1239621
FMI,5000000,822,1239621
FMI,5000000,822,1239621
FMI,5000000,824,1239621
FMI,5000000,824,1239621
FMI,5000000,822,1239621
FMI,5000000,824,1239621
FMI,5000000,822,1239621
FMI,5000000,824,1239621
FMI,5000000,822,1239621
FMI,5000000,825,1239621
FMI,5000000,822,1239621
FMI,5000000,822,1239621
FMI,5000000,824,1239621
FMI,5000000,824,1239621
FMI,6000000,997,1487085
FMI,6000000,995,1487085
FMI,6000000,1000,1487085
FMI,6000000,996,1487085
FMI,6000000,1000,1487085
FMI,6000000,998,1487085
FMI,6000000,998,1487085
FMI,6000000,998,1487085
FMI,6000000,1014,1487085
FMI,6000000,997,1487085
FMI,6000000,999,1487085
FMI,6000000,998,1487085
FMI,6000000,997,1487085
FMI,6000000,995,1487085
FMI,6000000,1000,1487085
FMI,6000000,999,1487085
FMI,6000000,996,1487085
FMI,6000000,996,1487085
FMI,6000000,998,1487085
FMI,6000000,994,1487085
FMI,6000000,999,1487085
FMI,6000000,997,1487085
FMI,6000000,997,1487085
FMI,6000000,996,1487085
FMI,6000000,1000,1487085
FMI,6000000,998,1487085
FMI,6000000,1000,1487085
FMI,6000000,998,1487085
FMI,6000000,998,1487085
FMI,6000000,997,1487085
FMI,6000000,996,1487085
FMI,6000000,995,1487085
FMI,6000000,996,1487085
FMI,6000000,996,1487085
FMI,6000000,1000,1487085
FMI,6000000,996,1487085
FMI,6000000,997,1487085
FMI,6000000,998,1487085
FMI,6000000,997,1487085
FMI,6000000,997,1487085
FMI,6000000,998,1487085
FMI,6000000,999,1487085
FMI,6000000,998,1487085
FMI,6000000,998,1487085
FMI,6000000,996,1487085
FMI,6000000,996,1487085
FMI,6000000,998,1487085
FMI,6000000,997,1487085
FMI,6000000,997,1487085
FMI,6000000,996,1487085
FMI,6000000,997,1487085
FMI,6000000,998,1487085
FMI,6000000,997,1487085
FMI,6000000,996,1487085
FMI,6000000,996,1487085
FMI,6000000,995,1487085
FMI,6000000,997,1487085
FMI,6000000,997,1487085
FMI,6000000,997,1487085
FMI,6000000,996,1487085
FMI,6000000,997,1487085
FMI,6000000,998,1487085
FMI,6000000,999,1487085
FMI,6000000,997,1487085
FMI,6000000,997,1487085
FMI,6000000,997,1487085
FMI,6000000,1001,1487085
FMI,6000000,998,1487085
FMI,6000000,998,1487085
FMI,6000000,998,1487085
FMI,6000000,998,1487085
FMI,6000000,996,1487085
FMI,6000000,997,1487085
FMI,6000000,997,1487085
FMI,6000000,999,1487085
FMI,6000000,1002,1487085
FMI,6000000,996,1487085
FMI,6000000,996,1487085
FMI,6000000,997,1487085
FMI,6000000,996,1487085
FMI,6000000,995,1487085
FMI,6000000,995,1487085
FMI,6000000,998,1487085
FMI,6000000,998,1487085
FMI,6000000,996,1487085
FMI,6000000,1000,1487085
FMI,6000000,1000,1487085
FMI,6000000,997,1487085
FMI,6000000,996,1487085
FMI,6000000,995,1487085
FMI,6000000,996,1487085
FMI,6000000,997,1487085
FMI,6000000,996,1487085
FMI,6000000,997,1487085
FMI,6000000,995,1487085
FMI,6000000,994,1487085
FMI,6000000,996,1487085
FMI,6000000,997,1487085
FMI,6000000,1000,1487085
FMI,6000000,998,1487085
FMI,7000000,1160,1733205
FMI,7000000,1162,1733205
FMI,7000000,1163,1733205
FMI,7000000,1161,1733205
FMI,7000000,1162,1733205
FMI,7000000,1161,1733205
FMI,7000000,1160,1733205
FMI,7000000,1160,1733205
FMI,7000000,1160,1733205
FMI,7000000,1156,1733205
FMI,7000000,1159,1733205
FMI,7000000,1159,1733205
FMI,7000000,1160,1733205
FMI,7000000,1158,1733205
FMI,7000000,1159,1733205
FMI,7000000,1161,1733205
FMI,7000000,1159,1733205
FMI,7000000,1160,1733205
FMI,7000000,1160,1733205
FMI,7000000,1162,1733205
FMI,7000000,1160,1733205
FMI,7000000,1159,1733205
FMI,7000000,1163,1733205
FMI,7000000,1163,1733205
FMI,7000000,1160,1733205
FMI,7000000,1159,1733205
FMI,7000000,1162,1733205
FMI,7000000,1160,1733205
FMI,7000000,1161,1733205
FMI,7000000,1161,1733205
FMI,7000000,1164,1733205
FMI,7000000,1164,1733205
FMI,7000000,1160,1733205
FMI,7000000,1160,1733205
FMI,7000000,1161,1733205
FMI,7000000,1162,1733205
FMI,7000000,1159,1733205
FMI,7000000,1160,1733205
FMI,7000000,1161,1733205
FMI,7000000,1160,1733205
FMI,7000000,1158,1733205
FMI,7000000,1163,1733205
FMI,7000000,1159,1733205
FMI,7000000,1162,1733205
FMI,7000000,1160,1733205
FMI,7000000,1158,1733205
FMI,7000000,1159,1733205
FMI,7000000,1160,1733205
FMI,7000000,1161,1733205
FMI,7000000,1157,1733205
FMI,7000000,1161,1733205
FMI,7000000,1162,1733205
FMI,7000000,1163,1733205
FMI,7000000,1159,1733205
FMI,7000000,1161,1733205
FMI,7000000,1160,1733205
FMI,7000000,1161,1733205
FMI,7000000,1159,1733205
FMI,7000000,1159,1733205
FMI,7000000,1160,1733205
FMI,7000000,1159,1733205
FMI,7000000,1160,1733205
FMI,7000000,1160,1733205
FMI,7000000,1159,1733205
FMI,7000000,1162,1733205
FMI,7000000,1158,1733205
FMI,7000000,1162,1733205
FMI,7000000,1160,1733205
FMI,7000000,1159,1733205
FMI,7000000,1159,1733205
FMI,7000000,1160,1733205
FMI,7000000,1166,1733205
FMI,7000000,1160,1733205
FMI,7000000,1158,1733205
FMI,7000000,1159,1733205
FMI,7000000,1161,1733205
FMI,7000000,1163,1733205
FMI,7000000,1158,1733205
FMI,7000000,1160,1733205
FMI,7000000,1162,1733205
FMI,7000000,1161,1733205
FMI,7000000,1162,1733205
FMI,7000000,1159,1733205
FMI,7000000,1161,1733205
FMI,7000000,1163,1733205
FMI,7000000,1163,1733205
FMI,7000000,1159,1733205
FMI,7000000,1159,1733205
FMI,7000000,1162,1733205
FMI,7000000,1160,1733205
FMI,7000000,1160,1733205
FMI,7000000,1159,1733205
FMI,7000000,1161,1733205
FMI,7000000,1158,1733205
FMI,7000000,1163,1733205
FMI,7000000,1162,1733205
FMI,7000000,1163,1733205
FMI,7000000,1160,1733205
FMI,7000000,1161,1733205
FMI,7000000,1163,1733205
FMI,8000000,1328,1984157
FMI,8000000,1327,1984157
FMI,8000000,1329,1984157
FMI,8000000,1327,1984157
FMI,8000000,1329,1984157
FMI,8000000,1327,1984157
FMI,8000000,1328,1984157
FMI,8000000,1325,1984157
FMI,8000000,1327,1984157
FMI,8000000,1327,1984157
FMI,8000000,1331,1984157
FMI,8000000,1327,1984157
FMI,8000000,1328,1984157
FMI,8000000,1326,1984157
FMI,8000000,1328,1984157
FMI,8000000,1327,1984157
FMI,8000000,1329,1984157
FMI,8000000,1325,1984157
FMI,8000000,1328,1984157
FMI,8000000,1327,1984157
FMI,8000000,1328,1984157
FMI,8000000,1329,1984157
FMI,8000000,1330,1984157
FMI,8000000,1330,1984157
FMI,8000000,1326,1984157
FMI,8000000,1325,1984157
FMI,8000000,1326,1984157
FMI,8000000,1328,1984157
FMI,8000000,1329,1984157
FMI,8000000,1326,1984157
FMI,8000000,1327,1984157
FMI,8000000,1327,1984157
FMI,8000000,1328,1984157
FMI,8000000,1326,1984157
FMI,8000000,1326,1984157
FMI,8000000,1327,1984157
FMI,8000000,1324,1984157
FMI,8000000,1329,1984157
FMI,8000000,1328,1984157
FMI,8000000,1326,1984157
FMI,8000000,1327,1984157
FMI,8000000,1325,1984157
FMI,8000000,1328,1984157
FMI,8000000,1326,1984157
FMI,8000000,1325,1984157
FMI,8000000,1327,1984157
FMI,8000000,1328,1984157
FMI,8000000,1325,1984157
FMI,8000000,1328,1984157
FMI,8000000,1325,1984157
FMI,8000000,1330,1984157
FMI,8000000,1326,1984157
FMI,8000000,1326,1984157
FMI,8000000,1331,1984157
FMI,8000000,1327,1984157
FMI,8000000,1327,1984157
FMI,8000000,1331,1984157
FMI,8000000,1328,1984157
FMI,8000000,1327,1984157
FMI,8000000,1326,1984157
FMI,8000000,1329,1984157
FMI,8000000,1326,1984157
FMI,8000000,1328,1984157
FMI,8000000,1325,1984157
FMI,8000000,1326,1984157
FMI,8000000,1328,1984157
FMI,8000000,1330,1984157
FMI,8000000,1327,1984157
FMI,8000000,1331,1984157
FMI,8000000,1325,1984157
FMI,8000000,1331,1984157
FMI,8000000,1329,1984157
FMI,8000000,1327,1984157
FMI,8000000,1326,1984157
FMI,8000000,1328,1984157
FMI,8000000,1324,1984157
FMI,8000000,1328,1984157
FMI,8000000,1328,1984157
FMI,8000000,1327,1984157
FMI,8000000,1328,1984157
FMI,8000000,1325,1984157
FMI,8000000,1328,1984157
FMI,8000000,1329,1984157
FMI,8000000,1325,1984157
FMI,8000000,1334,1984157
FMI,8000000,1326,1984157
FMI,8000000,1325,1984157
FMI,8000000,1328,1984157
FMI,8000000,1327,1984157
FMI,8000000,1325,1984157
FMI,8000000,1326,1984157
FMI,8000000,1326,1984157
FMI,8000000,1327,1984157
FMI,8000000,1326,1984157
FMI,8000000,1328,1984157
FMI,8000000,1324,1984157
FMI,8000000,1325,1984157
FMI,8000000,1326,1984157
FMI,8000000,1325,1984157
FMI,8000000,1327,1984157
FMI,9000000,1501,2236613
FMI,9000000,1506,2236613
FMI,9000000,1503,2236613
FMI,9000000,1503,2236613
FMI,9000000,1509,2236613
