Estructura,Tamaño,Segundos,Bytes
Sufix Array,7000000,2374,56000000
Sufix Array,7000000,2375,56000000
Sufix Array,7000000,2373,56000000
Sufix Array,7000000,2374,56000000
Sufix Array,7000000,2373,56000000
Sufix Array,7000000,2375,56000000
Sufix Array,7000000,2375,56000000
Sufix Array,7000000,2375,56000000
Sufix Array,7000000,2377,56000000
Sufix Array,7000000,2376,56000000
Sufix Array,7000000,2378,56000000
Sufix Array,7000000,2374,56000000
Sufix Array,7000000,2376,56000000
Sufix Array,7000000,2378,56000000
Sufix Array,7000000,2375,56000000
Sufix Array,7000000,2377,56000000
Sufix Array,7000000,2374,56000000
Sufix Array,7000000,2375,56000000
Sufix Array,7000000,2373,56000000
Sufix Array,7000000,2374,56000000
Sufix Array,7000000,2374,56000000
Sufix Array,7000000,2395,56000000
Sufix Array,7000000,2387,56000000
Sufix Array,7000000,2374,56000000
Sufix Array,7000000,2378,56000000
Sufix Array,7000000,2377,56000000
Sufix Array,7000000,2373,56000000
Sufix Array,7000000,2372,56000000
Sufix Array,7000000,2374,56000000
Sufix Array,7000000,2376,56000000
Sufix Array,7000000,2373,56000000
Sufix Array,7000000,2376,56000000
Sufix Array,7000000,2374,56000000
Sufix Array,7000000,2375,56000000
Sufix Array,7000000,2373,56000000
Sufix Array,7000000,2378,56000000
Sufix Array,7000000,2378,56000000
Sufix Array,7000000,2376,56000000
Sufix Array,7000000,2377,56000000
Sufix Array,7000000,2377,56000000
Sufix Array,7000000,2373,56000000
Sufix Array,7000000,2376,56000000
Sufix Array,7000000,2375,56000000
Sufix Array,7000000,2374,56000000
Sufix Array,7000000,2375,56000000
Sufix Array,7000000,2375,56000000
Sufix Array,7000000,2378,56000000
Sufix Array,7000000,2377,56000000
Sufix Array,7000000,2377,56000000
Sufix Array,7000000,2378,56000000
Sufix Array,7000000,2377,56000000
Sufix Array,7000000,2376,56000000
Sufix Array,7000000,2388,56000000
Sufix Array,7000000,2390,56000000
Sufix Array,7000000,2382,56000000
Sufix Array,7000000,2373,56000000
Sufix Array,7000000,2375,56000000
Sufix Array,7000000,2374,56000000
Sufix Array,7000000,2375,56000000
Sufix Array,7000000,2373,56000000
Sufix Array,7000000,2375,56000000
Sufix Array,7000000,2377,56000000
Sufix Array,7000000,2376,56000000
Sufix Array,7000000,2377,56000000
Sufix Array,7000000,2375,56000000
Sufix Array,7000000,2421,56000000
Sufix Array,7000000,2394,56000000
Sufix Array,7000000,2395,56000000
Sufix Array,7000000,2381,56000000
Sufix Array,7000000,2381,56000000
Sufix Array,7000000,2400,56000000
Sufix Array,7000000,2398,56000000
Sufix Array,7000000,2395,56000000
Sufix Array,7000000,2395,56000000
Sufix Array,7000000,2399,56000000
Sufix Array,7000000,2399,56000000
Sufix Array,7000000,2400,56000000
Sufix Array,7000000,2387,56000000
Sufix Array,7000000,2410,56000000
Sufix Array,7000000,2410,56000000
Sufix Array,7000000,2401,56000000
Sufix Array,7000000,2402,56000000
Sufix Array,7000000,2405,56000000
Sufix Array,7000000,2406,56000000
Sufix Array,7000000,2426,56000000
Sufix Array,7000000,2419,56000000
Sufix Array,7000000,2410,56000000
Sufix Array,7000000,2403,56000000
Sufix Array,7000000,2400,56000000
Sufix Array,7000000,2400,56000000
Sufix Array,7000000,2406,56000000
Sufix Array,7000000,2389,56000000
Sufix Array,7000000,2397,56000000
Sufix Array,7000000,2400,56000000
Sufix Array,7000000,2393,56000000
Sufix Array,7000000,2385,56000000
Sufix Array,7000000,2388,56000000
Sufix Array,7000000,2382,56000000
Sufix Array,8000000,2760,64000000
Sufix Array,8000000,2751,64000000
Sufix Array,8000000,2755,64000000
Sufix Array,8000000,2751,64000000
Sufix Array,8000000,2740,64000000
Sufix Array,8000000,2737,64000000
Sufix Array,8000000,2734,64000000
Sufix Array,8000000,2736,64000000
Sufix Array,8000000,2735,64000000
Sufix Array,8000000,2736,64000000
Sufix Array,8000000,2737,64000000
Sufix Array,8000000,2741,64000000
Sufix Array,8000000,2734,64000000
Sufix Array,8000000,2734,64000000
Sufix Array,8000000,2734,64000000
Sufix Array,8000000,2761,64000000
Sufix Array,8000000,2750,64000000
Sufix Array,8000000,2738,64000000
Sufix Array,8000000,2736,64000000
Sufix Array,8000000,2734,64000000
Sufix Array,8000000,2733,64000000
Sufix Array,8000000,2735,64000000
Sufix Array,8000000,2733,64000000
Sufix Array,8000000,2738,64000000
Sufix Array,8000000,2732,64000000
Sufix Array,8000000,2731,64000000
Sufix Array,8000000,2733,64000000
Sufix Array,8000000,2732,64000000
Sufix Array,8000000,2731,64000000
Sufix Array,8000000,2732,64000000
Sufix Array,8000000,2732,64000000
Sufix Array,8000000,2732,64000000
Sufix Array,8000000,2732,64000000
Sufix Array,8000000,2733,64000000
Sufix Array,8000000,2731,64000000
Sufix Array,8000000,2735,64000000
Sufix Array,8000000,2735,64000000
Sufix Array,8000000,2735,64000000
Sufix Array,8000000,2735,64000000
