Estructura,Tamaño,Milisegundos,Bytes
FMI,5000000,733,1559129
FMI,5000000,740,1559129
FMI,5000000,731,1559129
FMI,5000000,732,1559129
FMI,5000000,732,1559129
FMI,5000000,734,1559129
FMI,5000000,734,1559129
FMI,5000000,732,1559129
FMI,5000000,732,1559129
FMI,5000000,732,1559129
FMI,5000000,733,1559129
FMI,5000000,735,1559129
FMI,5000000,733,1559129
FMI,5000000,731,1559129
FMI,5000000,733,1559129
FMI,5000000,732,1559129
FMI,5000000,732,1559129
FMI,5000000,733,1559129
FMI,5000000,735,1559129
FMI,5000000,733,1559129
FMI,5000000,732,1559129
FMI,5000000,731,1559129
FMI,5000000,731,1559129
FMI,5000000,733,1559129
FMI,5000000,732,1559129
FMI,5000000,732,1559129
FMI,5000000,731,1559129
FMI,5000000,733,1559129
FMI,5000000,733,1559129
FMI,5000000,731,1559129
FMI,5000000,732,1559129
FMI,5000000,731,1559129
FMI,5000000,731,1559129
FMI,5000000,731,1559129
FMI,5000000,731,1559129
FMI,5000000,732,1559129
FMI,5000000,732,1559129
FMI,5000000,733,1559129
FMI,5000000,731,1559129
FMI,5000000,740,1559129
FMI,5000000,731,1559129
FMI,5000000,731,1559129
FMI,5000000,734,1559129
FMI,5000000,731,1559129
FMI,5000000,731,1559129
FMI,5000000,734,1559129
FMI,5000000,731,1559129
FMI,5000000,733,1559129
FMI,5000000,732,1559129
FMI,5000000,731,1559129
FMI,5000000,733,1559129
FMI,5000000,735,1559129
FMI,5000000,734,1559129
FMI,5000000,746,1559129
FMI,5000000,734,1559129
FMI,5000000,732,1559129
FMI,5000000,733,1559129
FMI,5000000,731,1559129
FMI,5000000,731,1559129
FMI,5000000,731,1559129
FMI,5000000,730,1559129
FMI,5000000,729,1559129
FMI,5000000,731,1559129
FMI,5000000,732,1559129
FMI,5000000,731,1559129
FMI,5000000,730,1559129
FMI,5000000,731,1559129
FMI,5000000,725,1559129
FMI,5000000,730,1559129
FMI,5000000,732,1559129
FMI,5000000,729,1559129
FMI,5000000,730,1559129
FMI,5000000,731,1559129
FMI,5000000,729,1559129
FMI,5000000,730,1559129
FMI,5000000,766,1559129
FMI,5000000,733,1559129
FMI,5000000,733,1559129
FMI,5000000,732,1559129
FMI,5000000,734,1559129
FMI,5000000,735,1559129
FMI,5000000,732,1559129
FMI,5000000,732,1559129
FMI,5000000,734,1559129
FMI,5000000,732,1559129
FMI,5000000,732,1559129
FMI,5000000,732,1559129
FMI,5000000,733,1559129
FMI,5000000,731,1559129
FMI,5000000,732,1559129
FMI,5000000,734,1559129
FMI,5000000,732,1559129
FMI,5000000,732,1559129
FMI,5000000,733,1559129
FMI,5000000,732,1559129
FMI,5000000,733,1559129
FMI,5000000,732,1559129
FMI,5000000,731,1559129
FMI,6000000,892,1843149
FMI,6000000,889,1843149
FMI,6000000,891,1843149
FMI,6000000,891,1843149
FMI,6000000,891,1843149
FMI,6000000,890,1843149
FMI,6000000,888,1843149
FMI,6000000,888,1843149
FMI,6000000,888,1843149
FMI,6000000,888,1843149
FMI,6000000,887,1843149
FMI,6000000,890,1843149
FMI,6000000,887,1843149
FMI,6000000,888,1843149
FMI,6000000,889,1843149
FMI,6000000,889,1843149
FMI,6000000,889,1843149
FMI,6000000,890,1843149
FMI,6000000,889,1843149
FMI,6000000,889,1843149
FMI,6000000,888,1843149
FMI,6000000,890,1843149
FMI,6000000,890,1843149
FMI,6000000,889,1843149
FMI,6000000,894,1843149
FMI,6000000,893,1843149
FMI,6000000,890,1843149
FMI,6000000,891,1843149
FMI,6000000,892,1843149
FMI,6000000,893,1843149
FMI,6000000,891,1843149
FMI,6000000,893,1843149
FMI,6000000,894,1843149
FMI,6000000,894,1843149
FMI,6000000,894,1843149
FMI,6000000,894,1843149
FMI,6000000,892,1843149
FMI,6000000,896,1843149
FMI,6000000,899,1843149
