Estructura,Largo Patron,Tiempo
Sufix Array,30,269
Sufix Array,30,276
Sufix Array,30,273
Sufix Array,30,274
Sufix Array,30,273
Sufix Array,30,272
Sufix Array,30,281
Sufix Array,30,274
Sufix Array,30,275
Sufix Array,30,267
Sufix Array,30,268
Sufix Array,40,3221
Sufix Array,40,442
Sufix Array,40,255
Sufix Array,40,252
Sufix Array,40,254
Sufix Array,40,253
Sufix Array,40,254
Sufix Array,40,255
Sufix Array,40,255
Sufix Array,40,255
Sufix Array,40,256
Sufix Array,40,253
Sufix Array,40,257
Sufix Array,40,256
Sufix Array,40,253
Sufix Array,40,254
Sufix Array,40,254
Sufix Array,40,256
Sufix Array,40,253
Sufix Array,40,257
Sufix Array,40,257
Sufix Array,40,255
Sufix Array,40,254
Sufix Array,40,256
Sufix Array,40,255
Sufix Array,40,253
Sufix Array,40,254
Sufix Array,40,255
Sufix Array,40,255
Sufix Array,40,306
Sufix Array,40,258
Sufix Array,40,256
Sufix Array,40,255
Sufix Array,40,256
Sufix Array,40,256
Sufix Array,40,258
Sufix Array,40,254
Sufix Array,40,255
Sufix Array,40,258
Sufix Array,40,255
Sufix Array,40,254
Sufix Array,40,258
Sufix Array,40,290
Sufix Array,40,258
Sufix Array,40,252
Sufix Array,40,252
Sufix Array,40,253
Sufix Array,40,252
Sufix Array,40,253
Sufix Array,40,290
Sufix Array,40,253
Sufix Array,40,253
Sufix Array,40,252
Sufix Array,40,253
Sufix Array,40,253
Sufix Array,40,254
Sufix Array,40,255
Sufix Array,40,297
Sufix Array,40,253
Sufix Array,40,253
Sufix Array,40,256
Sufix Array,40,253
Sufix Array,40,254
Sufix Array,40,252
Sufix Array,40,252
Sufix Array,40,291
Sufix Array,40,251
Sufix Array,40,251
Sufix Array,40,254
Sufix Array,40,255
Sufix Array,40,252
Sufix Array,40,253
Sufix Array,40,253
Sufix Array,40,253
Sufix Array,40,256
Sufix Array,40,253
Sufix Array,40,254
Sufix Array,40,256
Sufix Array,40,255
Sufix Array,40,253
Sufix Array,40,254
Sufix Array,40,253
Sufix Array,40,253
Sufix Array,40,256
Sufix Array,40,251
Sufix Array,40,290
Sufix Array,40,254
Sufix Array,40,253
Sufix Array,40,255
Sufix Array,40,254
Sufix Array,40,255
Sufix Array,40,254
Sufix Array,40,290
Sufix Array,40,255
Sufix Array,40,258
Sufix Array,40,256
Sufix Array,40,255
Sufix Array,40,257
Sufix Array,40,256
Sufix Array,40,258
Sufix Array,50,1428
Sufix Array,50,429
Sufix Array,50,269
Sufix Array,50,254
Sufix Array,50,254
Sufix Array,50,255
Sufix Array,50,256
Sufix Array,50,256
Sufix Array,50,252
Sufix Array,50,255
Sufix Array,50,252
Sufix Array,50,250
Sufix Array,50,251
Sufix Array,50,254
Sufix Array,50,253
Sufix Array,50,257
Sufix Array,50,257
Sufix Array,50,259
Sufix Array,50,250
Sufix Array,50,252
Sufix Array,50,252
Sufix Array,50,251
Sufix Array,50,252
Sufix Array,50,250
Sufix Array,50,250
Sufix Array,50,251
Sufix Array,50,254
Sufix Array,50,255
Sufix Array,50,250
Sufix Array,50,249
Sufix Array,50,264
Sufix Array,50,257
Sufix Array,50,256
Sufix Array,50,310
Sufix Array,50,255
Sufix Array,50,254
Sufix Array,50,251
Sufix Array,50,251
Sufix Array,50,252
Sufix Array,50,257
Sufix Array,50,254
Sufix Array,50,307
Sufix Array,50,253
Sufix Array,50,258
Sufix Array,50,254
Sufix Array,50,254
Sufix Array,50,253
Sufix Array,50,253
Sufix Array,50,254
Sufix Array,50,258
Sufix Array,50,253
Sufix Array,50,256
Sufix Array,50,255
Sufix Array,50,252
Sufix Array,50,255
Sufix Array,50,254
Sufix Array,50,254
Sufix Array,50,256
Sufix Array,50,254
Sufix Array,50,256
Sufix Array,50,253
Sufix Array,50,251
Sufix Array,50,250
Sufix Array,50,253
Sufix Array,50,256
Sufix Array,50,254
Sufix Array,50,255
Sufix Array,50,252
Sufix Array,50,304
Sufix Array,50,251
Sufix Array,50,250
Sufix Array,50,252
Sufix Array,50,253
Sufix Array,50,252
Sufix Array,50,251
Sufix Array,50,249
Sufix Array,50,253
Sufix Array,50,249
Sufix Array,50,251
Sufix Array,50,255
Sufix Array,50,254
Sufix Array,50,250
Sufix Array,50,253
Sufix Array,50,253
Sufix Array,50,252
Sufix Array,50,254
Sufix Array,50,256
Sufix Array,50,252
Sufix Array,50,254
Sufix Array,50,251
Sufix Array,50,257
Sufix Array,50,257
Sufix Array,50,253
Sufix Array,50,258
Sufix Array,50,254
Sufix Array,50,255
Sufix Array,50,257
Sufix Array,50,263
Sufix Array,50,250
Sufix Array,50,296
Sufix Array,60,1538
Sufix Array,60,382
Sufix Array,60,252
Sufix Array,60,246
Sufix Array,60,253
Sufix Array,60,248
Sufix Array,60,248
Sufix Array,60,249
Sufix Array,60,247
Sufix Array,60,248
Sufix Array,60,250
Sufix Array,60,249
Sufix Array,60,293
Sufix Array,60,251
Sufix Array,60,246
Sufix Array,60,248
Sufix Array,60,248
Sufix Array,60,248
Sufix Array,60,251
Sufix Array,60,251
Sufix Array,60,249
Sufix Array,60,253
Sufix Array,60,250
Sufix Array,60,251
Sufix Array,60,250
Sufix Array,60,251
Sufix Array,60,249
Sufix Array,60,249
Sufix Array,60,247
Sufix Array,60,248
Sufix Array,60,301
Sufix Array,60,256
Sufix Array,60,249
Sufix Array,60,248
Sufix Array,60,251
Sufix Array,60,251
Sufix Array,60,251
Sufix Array,60,251
Sufix Array,60,251
Sufix Array,60,252
Sufix Array,60,253
Sufix Array,60,251
Sufix Array,60,249
Sufix Array,60,252
Sufix Array,60,252
Sufix Array,60,252
Sufix Array,60,248
Sufix Array,60,249
Sufix Array,60,298
Sufix Array,60,254
Sufix Array,60,251
Sufix Array,60,249
Sufix Array,60,249
Sufix Array,60,250
Sufix Array,60,249
Sufix Array,60,255
Sufix Array,60,254
Sufix Array,60,255
Sufix Array,60,252
Sufix Array,60,255
Sufix Array,60,254
Sufix Array,60,255
Sufix Array,60,248
Sufix Array,60,248
Sufix Array,60,299
Sufix Array,60,248
Sufix Array,60,252
Sufix Array,60,250
Sufix Array,60,252
Sufix Array,60,252
Sufix Array,60,249
Sufix Array,60,248
Sufix Array,60,250
Sufix Array,60,251
Sufix Array,60,249
Sufix Array,60,251
Sufix Array,60,247
Sufix Array,60,250
Sufix Array,60,247
Sufix Array,60,248
Sufix Array,60,250
Sufix Array,60,249
Sufix Array,60,248
Sufix Array,60,252
Sufix Array,60,294
Sufix Array,60,251
Sufix Array,60,252
Sufix Array,60,252
Sufix Array,60,250
Sufix Array,60,319
Sufix Array,60,290
Sufix Array,60,252
Sufix Array,60,293
Sufix Array,60,248
Sufix Array,60,247
Sufix Array,60,248
Sufix Array,60,248
Sufix Array,60,247
Sufix Array,60,250
Sufix Array,60,250
Sufix Array,70,2587
Sufix Array,70,440
Sufix Array,70,268
Sufix Array,70,266
Sufix Array,70,266
Sufix Array,70,262
Sufix Array,70,263
Sufix Array,70,262
Sufix Array,70,264
Sufix Array,70,268
Sufix Array,70,263
Sufix Array,70,264
Sufix Array,70,265
Sufix Array,70,317
Sufix Array,70,266
Sufix Array,70,260
Sufix Array,70,260
Sufix Array,70,260
