Estructura,Tamaño,Segundos,Bytes
SA + LCP,2000000,630,31999992
SA + LCP,2000000,630,31999992
SA + LCP,2000000,629,31999992
SA + LCP,2000000,629,31999992
SA + LCP,2000000,629,31999992
SA + LCP,2000000,629,31999992
SA + LCP,2000000,629,31999992
SA + LCP,2000000,629,31999992
SA + LCP,2000000,629,31999992
SA + LCP,2000000,629,31999992
SA + LCP,2000000,628,31999992
SA + LCP,2000000,628,31999992
SA + LCP,2000000,628,31999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,970,47999992
SA + LCP,3000000,970,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,970,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,970,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,971,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,966,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,966,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,966,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,972,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,970,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,970,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,972,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,975,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,970,47999992
SA + LCP,3000000,970,47999992
SA + LCP,3000000,971,47999992
SA + LCP,3000000,970,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,971,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,968,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,969,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,967,47999992
SA + LCP,3000000,968,47999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1336,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1332,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1332,63999992
SA + LCP,4000000,1332,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1332,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1332,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1335,63999992
SA + LCP,4000000,1335,63999992
SA + LCP,4000000,1336,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1335,63999992
SA + LCP,4000000,1335,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1335,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1339,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1338,63999992
SA + LCP,4000000,1341,63999992
SA + LCP,4000000,1336,63999992
SA + LCP,4000000,1340,63999992
SA + LCP,4000000,1335,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1336,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1335,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1336,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1338,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1335,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1337,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1336,63999992
SA + LCP,4000000,1332,63999992
SA + LCP,4000000,1336,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1332,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1336,63999992
SA + LCP,4000000,1335,63999992
SA + LCP,4000000,1335,63999992
SA + LCP,4000000,1335,63999992
SA + LCP,4000000,1337,63999992
SA + LCP,4000000,1335,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1338,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1337,63999992
SA + LCP,4000000,1335,63999992
SA + LCP,4000000,1335,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,4000000,1342,63999992
SA + LCP,4000000,1338,63999992
SA + LCP,4000000,1339,63999992
SA + LCP,4000000,1339,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1334,63999992
SA + LCP,4000000,1332,63999992
SA + LCP,4000000,1337,63999992
SA + LCP,4000000,1337,63999992
SA + LCP,4000000,1336,63999992
SA + LCP,4000000,1333,63999992
SA + LCP,5000000,1669,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1674,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1673,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1669,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1668,79999992
SA + LCP,5000000,1668,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1668,79999992
SA + LCP,5000000,1669,79999992
SA + LCP,5000000,1668,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1669,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1673,79999992
SA + LCP,5000000,1674,79999992
SA + LCP,5000000,1673,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1673,79999992
SA + LCP,5000000,1673,79999992
SA + LCP,5000000,1673,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1673,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1683,79999992
SA + LCP,5000000,1676,79999992
SA + LCP,5000000,1674,79999992
SA + LCP,5000000,1677,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1673,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1674,79999992
SA + LCP,5000000,1669,79999992
SA + LCP,5000000,1669,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1669,79999992
SA + LCP,5000000,1669,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1668,79999992
SA + LCP,5000000,1668,79999992
SA + LCP,5000000,1669,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1667,79999992
SA + LCP,5000000,1669,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1669,79999992
SA + LCP,5000000,1669,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1675,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1678,79999992
SA + LCP,5000000,1673,79999992
SA + LCP,5000000,1673,79999992
SA + LCP,5000000,1678,79999992
SA + LCP,5000000,1672,79999992
SA + LCP,5000000,1676,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1673,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1674,79999992
SA + LCP,5000000,1674,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1670,79999992
SA + LCP,5000000,1668,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,5000000,1674,79999992
SA + LCP,5000000,1671,79999992
SA + LCP,6000000,2076,95999992
SA + LCP,6000000,2076,95999992
SA + LCP,6000000,2074,95999992
SA + LCP,6000000,2078,95999992
SA + LCP,6000000,2072,95999992
SA + LCP,6000000,2077,95999992
SA + LCP,6000000,2075,95999992
SA + LCP,6000000,2079,95999992
SA + LCP,6000000,2073,95999992
SA + LCP,6000000,2081,95999992
SA + LCP,6000000,2071,95999992
SA + LCP,6000000,2077,95999992
SA + LCP,6000000,2074,95999992
SA + LCP,6000000,2081,95999992
SA + LCP,6000000,2074,95999992
SA + LCP,6000000,2082,95999992
SA + LCP,6000000,2076,95999992
SA + LCP,6000000,2088,95999992
SA + LCP,6000000,2074,95999992
SA + LCP,6000000,2082,95999992
SA + LCP,6000000,2076,95999992
SA + LCP,6000000,2087,95999992
SA + LCP,6000000,2078,95999992
SA + LCP,6000000,2076,95999992
SA + LCP,6000000,2082,95999992
SA + LCP,6000000,2082,95999992
SA + LCP,6000000,2075,95999992
SA + LCP,6000000,2080,95999992
SA + LCP,6000000,2075,95999992
SA + LCP,6000000,2078,95999992
SA + LCP,6000000,2075,95999992
SA + LCP,6000000,2076,95999992
SA + LCP,6000000,2075,95999992
SA + LCP,6000000,2078,95999992
SA + LCP,6000000,2075,95999992
SA + LCP,6000000,2075,95999992
SA + LCP,6000000,2070,95999992
SA + LCP,6000000,2077,95999992
SA + LCP,6000000,2071,95999992
SA + LCP,6000000,2076,95999992
SA + LCP,6000000,2076,95999992
SA + LCP,6000000,2080,95999992
SA + LCP,6000000,2073,95999992
SA + LCP,6000000,2081,95999992
SA + LCP,6000000,2069,95999992
SA + LCP,6000000,2079,95999992
SA + LCP,6000000,2070,95999992
SA + LCP,6000000,2068,95999992
SA + LCP,6000000,2064,95999992
SA + LCP,6000000,2072,95999992
SA + LCP,6000000,2068,95999992
SA + LCP,6000000,2075,95999992
SA + LCP,6000000,2069,95999992
SA + LCP,6000000,2071,95999992
SA + LCP,6000000,2072,95999992
SA + LCP,6000000,2073,95999992
SA + LCP,6000000,2071,95999992
SA + LCP,6000000,2076,95999992
SA + LCP,6000000,2083,95999992
SA + LCP,6000000,2074,95999992
SA + LCP,6000000,2065,95999992
SA + LCP,6000000,2081,95999992
SA + LCP,6000000,2071,95999992
SA + LCP,6000000,2070,95999992
SA + LCP,6000000,2069,95999992
SA + LCP,6000000,2075,95999992
SA + LCP,6000000,2074,95999992
SA + LCP,6000000,2072,95999992
SA + LCP,6000000,2069,95999992
SA + LCP,6000000,2071,95999992
SA + LCP,6000000,2071,95999992
SA + LCP,6000000,2071,95999992
SA + LCP,6000000,2068,95999992
SA + LCP,6000000,2073,95999992
SA + LCP,6000000,2066,95999992
SA + LCP,6000000,2070,95999992
SA + LCP,6000000,2070,95999992
SA + LCP,6000000,2072,95999992
SA + LCP,6000000,2070,95999992
SA + LCP,6000000,2070,95999992
SA + LCP,6000000,2072,95999992
SA + LCP,6000000,2071,95999992
SA + LCP,6000000,2069,95999992
SA + LCP,6000000,2070,95999992
SA + LCP,6000000,2071,95999992
SA + LCP,6000000,2070,95999992
SA + LCP,6000000,2071,95999992
SA + LCP,6000000,2072,95999992
SA + LCP,6000000,2073,95999992
SA + LCP,6000000,2070,95999992
SA + LCP,6000000,2070,95999992
SA + LCP,6000000,2072,95999992
SA + LCP,6000000,2071,95999992
SA + LCP,6000000,2074,95999992
SA + LCP,6000000,2067,95999992
SA + LCP,6000000,2087,95999992
SA + LCP,6000000,2134,95999992
SA + LCP,6000000,2126,95999992
SA + LCP,6000000,2132,95999992
SA + LCP,6000000,2126,95999992
SA + LCP,7000000,2639,111999992
SA + LCP,7000000,2638,111999992
SA + LCP,7000000,2664,111999992
SA + LCP,7000000,2653,111999992
SA + LCP,7000000,2671,111999992
SA + LCP,7000000,2686,111999992
SA + LCP,7000000,2693,111999992
SA + LCP,7000000,2665,111999992
SA + LCP,7000000,2661,111999992
SA + LCP,7000000,2698,111999992
SA + LCP,7000000,2676,111999992
SA + LCP,7000000,2695,111999992
SA + LCP,7000000,2725,111999992
SA + LCP,7000000,2694,111999992
SA + LCP,7000000,2694,111999992
SA + LCP,7000000,2705,111999992
SA + LCP,7000000,2699,111999992
SA + LCP,7000000,2698,111999992
SA + LCP,7000000,2694,111999992
SA + LCP,7000000,2703,111999992
SA + LCP,7000000,2710,111999992
SA + LCP,7000000,2712,111999992
SA + LCP,7000000,2694,111999992
SA + LCP,7000000,2709,111999992
SA + LCP,7000000,2712,111999992
SA + LCP,7000000,2702,111999992
SA + LCP,7000000,2708,111999992
SA + LCP,7000000,2746,111999992
SA + LCP,7000000,2732,111999992
SA + LCP,7000000,2719,111999992
SA + LCP,7000000,2688,111999992
SA + LCP,7000000,2685,111999992
SA + LCP,7000000,2679,111999992
SA + LCP,7000000,2661,111999992
SA + LCP,7000000,2679,111999992
SA + LCP,7000000,2725,111999992
SA + LCP,7000000,2699,111999992
SA + LCP,7000000,2708,111999992
SA + LCP,7000000,2747,111999992
SA + LCP,7000000,2742,111999992
SA + LCP,7000000,2673,111999992
SA + LCP,7000000,2681,111999992
SA + LCP,7000000,2688,111999992
SA + LCP,7000000,2635,111999992
SA + LCP,7000000,2661,111999992
SA + LCP,7000000,2675,111999992
SA + LCP,7000000,2685,111999992
SA + LCP,7000000,2681,111999992
SA + LCP,7000000,2658,111999992
SA + LCP,7000000,2653,111999992
SA + LCP,7000000,2676,111999992
SA + LCP,7000000,2657,111999992
SA + LCP,7000000,2663,111999992
SA + LCP,7000000,2705,111999992
SA + LCP,7000000,2627,111999992
SA + LCP,7000000,2576,111999992
SA + LCP,7000000,2575,111999992
SA + LCP,7000000,2571,111999992
SA + LCP,7000000,2541,111999992
SA + LCP,7000000,2537,111999992
SA + LCP,7000000,2536,111999992
SA + LCP,7000000,2536,111999992
SA + LCP,7000000,2536,111999992
SA + LCP,7000000,2536,111999992
SA + LCP,7000000,2536,111999992
SA + LCP,7000000,2539,111999992
SA + LCP,7000000,2516,111999992
SA + LCP,7000000,2521,111999992
SA + LCP,7000000,2518,111999992
SA + LCP,7000000,2523,111999992
SA + LCP,7000000,2519,111999992
SA + LCP,7000000,2523,111999992
SA + LCP,7000000,2518,111999992
SA + LCP,7000000,2523,111999992
SA + LCP,7000000,2519,111999992
SA + LCP,7000000,2522,111999992
SA + LCP,7000000,2519,111999992
SA + LCP,7000000,2522,111999992
SA + LCP,7000000,2519,111999992
SA + LCP,7000000,2523,111999992
SA + LCP,7000000,2516,111999992
SA + LCP,7000000,2520,111999992
SA + LCP,7000000,2518,111999992
SA + LCP,7000000,2522,111999992
SA + LCP,7000000,2519,111999992
SA + LCP,7000000,2504,111999992
SA + LCP,7000000,2521,111999992
SA + LCP,7000000,2503,111999992
SA + LCP,7000000,2516,111999992
SA + LCP,7000000,2504,111999992
SA + LCP,7000000,2517,111999992
SA + LCP,7000000,2503,111999992
SA + LCP,7000000,2518,111999992
SA + LCP,7000000,2500,111999992
SA + LCP,7000000,2520,111999992
SA + LCP,7000000,2501,111999992
SA + LCP,7000000,2516,111999992
SA + LCP,7000000,2504,111999992
SA + LCP,7000000,2517,111999992
SA + LCP,7000000,2504,111999992
SA + LCP,8000000,2888,127999992
SA + LCP,8000000,2883,127999992
SA + LCP,8000000,2886,127999992
SA + LCP,8000000,2879,127999992
SA + LCP,8000000,2885,127999992
SA + LCP,8000000,2879,127999992
SA + LCP,8000000,2888,127999992
SA + LCP,8000000,2899,127999992
SA + LCP,8000000,2894,127999992
SA + LCP,8000000,2882,127999992
SA + LCP,8000000,2893,127999992
SA + LCP,8000000,2885,127999992
SA + LCP,8000000,2895,127999992
SA + LCP,8000000,2886,127999992
SA + LCP,8000000,2890,127999992
SA + LCP,8000000,2888,127999992
SA + LCP,8000000,2893,127999992
SA + LCP,8000000,2887,127999992
SA + LCP,8000000,2892,127999992
SA + LCP,8000000,2886,127999992
SA + LCP,8000000,2891,127999992
SA + LCP,8000000,2888,127999992
SA + LCP,8000000,2894,127999992
SA + LCP,8000000,2884,127999992
SA + LCP,8000000,2890,127999992
SA + LCP,8000000,2884,127999992
SA + LCP,8000000,2890,127999992
SA + LCP,8000000,2885,127999992
SA + LCP,8000000,2890,127999992
SA + LCP,8000000,2882,127999992
SA + LCP,8000000,2903,127999992
SA + LCP,8000000,2922,127999992
SA + LCP,8000000,2918,127999992
SA + LCP,8000000,2911,127999992
SA + LCP,8000000,2921,127999992
SA + LCP,8000000,2890,127999992
SA + LCP,8000000,2896,127999992
SA + LCP,8000000,2882,127999992
SA + LCP,8000000,2893,127999992
SA + LCP,8000000,2886,127999992
SA + LCP,8000000,2898,127999992
SA + LCP,8000000,2882,127999992
SA + LCP,8000000,2890,127999992
SA + LCP,8000000,2889,127999992
SA + LCP,8000000,2891,127999992
SA + LCP,8000000,2883,127999992
SA + LCP,8000000,2889,127999992
SA + LCP,8000000,2882,127999992
SA + LCP,8000000,2891,127999992
SA + LCP,8000000,2886,127999992
SA + LCP,8000000,2892,127999992
SA + LCP,8000000,2882,127999992
SA + LCP,8000000,2892,127999992
SA + LCP,8000000,2894,127999992
SA + LCP,8000000,2899,127999992
SA + LCP,8000000,2897,127999992
SA + LCP,8000000,2891,127999992
SA + LCP,8000000,2880,127999992
SA + LCP,8000000,2880,127999992
SA + LCP,8000000,2891,127999992
SA + LCP,8000000,2880,127999992
SA + LCP,8000000,2889,127999992
SA + LCP,8000000,2883,127999992
SA + LCP,8000000,2883,127999992
SA + LCP,8000000,2883,127999992
SA + LCP,8000000,2889,127999992
SA + LCP,8000000,2886,127999992
SA + LCP,8000000,2890,127999992
SA + LCP,8000000,2892,127999992
SA + LCP,8000000,2886,127999992
SA + LCP,8000000,2883,127999992
SA + LCP,8000000,2888,127999992
SA + LCP,8000000,2884,127999992
SA + LCP,8000000,2888,127999992
SA + LCP,8000000,2882,127999992
SA + LCP,8000000,2888,127999992
SA + LCP,8000000,2885,127999992
SA + LCP,8000000,2887,127999992
SA + LCP,8000000,2884,127999992
SA + LCP,8000000,2887,127999992
SA + LCP,8000000,2885,127999992
SA + LCP,8000000,2882,127999992
SA + LCP,8000000,2882,127999992
SA + LCP,8000000,2885,127999992
SA + LCP,8000000,2884,127999992
SA + LCP,8000000,2891,127999992
SA + LCP,8000000,2881,127999992
SA + LCP,8000000,2894,127999992
SA + LCP,8000000,2882,127999992
